date,averagePrice,totalBags,type,year
2015-05-10,1.13,69855.24,conventional,2015
2015-05-03,0.97,86801.25,conventional,2015
2015-04-26,1.1,68330.58,conventional,2015
2015-04-19,1.08,78051.53,conventional,2015
2015-04-12,1.05,70520.02,conventional,2015
2015-04-05,1.1,61466.69,conventional,2015
2015-03-29,1.11,71512.42,conventional,2015
2015-03-22,1.0,83671.96,conventional,2015
2015-03-15,1.15,63961.8,conventional,2015
2015-03-08,1.14,62840.24,conventional,2015
2015-03-01,1.05,68425.29,conventional,2015
2015-02-22,1.02,70004.39,conventional,2015
2015-02-15,1.11,60249.6,conventional,2015
2015-02-08,1.06,59543.76,conventional,2015
2015-02-01,0.91,79706.75,conventional,2015
2015-01-25,1.06,64163.71,conventional,2015
2015-01-18,1.15,56975.63,conventional,2015
2015-01-11,1.1,63367.54,conventional,2015
2015-01-04,1.01,68870.22,conventional,2015
2015-12-27,0.81,852656.17,conventional,2015
2015-12-20,0.81,759069.21,conventional,2015
2015-12-13,0.78,671313.43,conventional,2015
2015-12-06,0.76,639039.37,conventional,2015
2015-11-29,0.82,601011.86,conventional,2015
2015-11-22,0.8,668922.06,conventional,2015
2015-11-15,0.76,767185.69,conventional,2015
2015-11-08,0.8,648983.07,conventional,2015
2015-11-01,0.81,660163.45,conventional,2015
2015-10-25,0.86,583832.41,conventional,2015
2015-10-18,0.87,572922.73,conventional,2015
2015-10-11,0.83,624295.99,conventional,2015
2015-10-04,0.84,691699.79,conventional,2015
2015-09-27,0.87,608981.85,conventional,2015
2015-09-20,0.83,600986.51,conventional,2015
2015-09-13,0.88,728227.71,conventional,2015
2015-09-06,0.86,723133.66,conventional,2015
2015-08-30,0.87,612042.13,conventional,2015
2015-08-23,0.89,599225.99,conventional,2015
2015-08-16,0.89,626262.47,conventional,2015
2015-08-09,0.89,616582.63,conventional,2015
2015-08-02,0.9,586106.01,conventional,2015
2015-07-26,0.81,640741.18,conventional,2015
2015-07-19,0.83,766441.65,conventional,2015
2015-07-12,0.82,668330.39,conventional,2015
2015-07-05,0.83,857318.55,conventional,2015
2015-06-28,0.77,869763.29,conventional,2015
2015-06-21,0.79,857458.52,conventional,2015
2015-06-14,0.69,874884.95,conventional,2015
2015-06-07,0.75,778328.56,conventional,2015
2015-05-31,0.74,678140.86,conventional,2015
2015-05-24,0.83,636646.52,conventional,2015
2015-05-17,0.79,616787.66,conventional,2015
2015-05-10,0.79,685754.92,conventional,2015
2015-05-03,0.78,713924.16,conventional,2015
2015-04-26,0.83,619798.7,conventional,2015
2015-04-19,0.82,638184.59,conventional,2015
2015-04-12,0.8,590480.11,conventional,2015
2015-04-05,0.83,730848.26,conventional,2015
2015-03-29,0.82,696227.9,conventional,2015
2015-03-22,0.76,665688.14,conventional,2015
2015-03-15,0.79,653367.16,conventional,2015
2015-03-08,0.8,713532.2,conventional,2015
2015-03-01,0.87,649550.24,conventional,2015
2015-02-22,0.85,640697.37,conventional,2015
2015-02-15,0.8,642455.17,conventional,2015
2015-02-08,0.73,573512.32,conventional,2015
2015-02-01,0.71,646594.32,conventional,2015
2015-01-25,0.81,569012.95,conventional,2015
2015-01-18,0.79,554739.03,conventional,2015
2015-01-11,0.8,630813.48,conventional,2015
2015-01-04,0.77,570682.81,conventional,2015
2015-12-27,0.98,689385.9,conventional,2015
2015-12-20,1.12,535049.65,conventional,2015
2015-12-13,0.96,598734.7,conventional,2015
2015-12-06,1.13,421481.86,conventional,2015
2015-11-29,0.97,532750.78,conventional,2015
2015-11-22,0.98,569248.07,conventional,2015
2015-11-15,1.16,472050.5,conventional,2015
2015-11-08,1.16,453679.96,conventional,2015
2015-11-01,0.98,664706.85,conventional,2015
2015-10-25,1.16,510768.78,conventional,2015
2015-10-18,1.15,545844.22,conventional,2015
2015-10-11,0.97,755015.91,conventional,2015
2015-10-04,0.98,732122.6,conventional,2015
2015-09-27,1.17,494765.62,conventional,2015
2015-09-20,0.96,804545.2,conventional,2015
2015-09-13,1.15,608182.51,conventional,2015
2015-09-06,0.97,881613.71,conventional,2015
2015-08-30,1.19,625962.12,conventional,2015
2015-08-23,1.16,644139.08,conventional,2015
2015-08-16,1.16,665006.77,conventional,2015
2015-08-09,1.0,795955.12,conventional,2015
2015-08-02,1.18,624082.02,conventional,2015
2015-07-26,1.15,624197.52,conventional,2015
2015-07-19,0.99,710304.07,conventional,2015
2015-07-12,1.17,629756.16,conventional,2015
2015-07-05,0.99,892288.82,conventional,2015
2015-06-28,1.14,780701.23,conventional,2015
2015-06-21,0.97,891882.82,conventional,2015
2015-06-14,1.15,749424.22,conventional,2015
2015-06-07,0.99,819542.15,conventional,2015
2015-05-31,1.17,602974.22,conventional,2015
2015-05-24,1.0,747294.44,conventional,2015
2015-05-17,1.15,599906.11,conventional,2015
2015-05-10,1.17,559133.5,conventional,2015
2015-05-03,0.97,880125.23,conventional,2015
2015-04-26,1.16,596410.45,conventional,2015
2015-04-19,1.14,604809.78,conventional,2015
2015-04-12,1.0,664120.69,conventional,2015
2015-04-05,1.08,603911.64,conventional,2015
2015-03-29,1.16,526376.76,conventional,2015
2015-03-22,0.98,722405.24,conventional,2015
2015-03-15,1.21,499505.24,conventional,2015
2015-03-08,1.18,528577.63,conventional,2015
2015-03-01,1.01,650175.97,conventional,2015
2015-02-22,1.11,564495.84,conventional,2015
2015-02-15,1.16,496956.81,conventional,2015
2015-02-08,1.11,457962.13,conventional,2015
2015-02-01,0.93,776257.35,conventional,2015
2015-01-25,1.15,502397.09,conventional,2015
2015-01-18,1.19,484236.48,conventional,2015
2015-01-11,1.18,475337.14,conventional,2015
2015-01-04,0.98,568730.84,conventional,2015
2015-12-27,1.05,22039.81,conventional,2015
2015-12-20,1.12,24499.24,conventional,2015
2015-12-13,0.99,22273.67,conventional,2015
2015-12-06,0.85,39460.5,conventional,2015
2015-11-29,1.17,15204.47,conventional,2015
2015-11-22,1.12,14000.11,conventional,2015
2015-11-15,1.0,26395.24,conventional,2015
2015-11-08,1.08,16116.33,conventional,2015
2015-11-01,1.13,13658.51,conventional,2015
2015-10-25,1.08,14771.47,conventional,2015
2015-10-18,1.13,11298.84,conventional,2015
2015-10-11,0.94,18479.05,conventional,2015
2015-10-04,0.99,10054.67,conventional,2015
2015-09-27,1.09,12539.42,conventional,2015
2015-09-20,1.05,12114.63,conventional,2015
2015-09-13,1.03,12475.89,conventional,2015
2015-09-06,1.08,12820.37,conventional,2015
2015-08-30,1.11,9429.8,conventional,2015
2015-08-23,1.08,11939.99,conventional,2015
2015-08-16,1.15,9950.38,conventional,2015
2015-08-09,1.21,11761.63,conventional,2015
2015-08-02,1.19,11954.51,conventional,2015
2015-07-26,1.18,12060.88,conventional,2015
2015-07-19,1.16,11475.29,conventional,2015
2015-07-12,1.05,13754.79,conventional,2015
2015-07-05,1.22,11592.92,conventional,2015
2015-06-28,1.2,9944.71,conventional,2015
2015-06-21,1.12,12770.38,conventional,2015
2015-06-14,1.13,12621.45,conventional,2015
2015-06-07,1.19,9182.63,conventional,2015
2015-05-31,1.08,12797.1,conventional,2015
2015-05-24,1.07,14362.08,conventional,2015
2015-05-17,1.09,12710.93,conventional,2015
2015-05-10,1.03,14372.43,conventional,2015
2015-05-03,0.98,12312.4,conventional,2015
2015-04-26,1.08,12543.8,conventional,2015
2015-04-19,1.03,14557.79,conventional,2015
2015-04-12,1.21,10498.84,conventional,2015
2015-04-05,1.15,10175.14,conventional,2015
2015-03-29,1.12,9696.01,conventional,2015
2015-03-22,1.1,10906.3,conventional,2015
2015-03-15,1.19,8878.55,conventional,2015
2015-03-08,1.18,7518.25,conventional,2015
2015-03-01,1.03,13926.48,conventional,2015
2015-02-22,1.03,12095.19,conventional,2015
2015-02-15,1.24,8453.34,conventional,2015
2015-02-08,1.03,5325.75,conventional,2015
2015-02-01,0.97,12313.11,conventional,2015
2015-01-25,1.21,8010.36,conventional,2015
2015-01-18,1.18,8489.31,conventional,2015
2015-01-11,1.07,8595.05,conventional,2015
2015-01-04,1.0,10002.54,conventional,2015
2015-12-27,1.1,76408.87,conventional,2015
2015-12-20,1.13,71186.48,conventional,2015
2015-12-13,0.99,76857.64,conventional,2015
2015-12-06,1.09,61812.08,conventional,2015
2015-11-29,1.16,64703.6,conventional,2015
2015-11-22,1.15,67846.05,conventional,2015
2015-11-15,1.07,68859.83,conventional,2015
2015-11-08,1.18,64198.07,conventional,2015
2015-11-01,1.21,68463.97,conventional,2015
2015-10-25,1.21,61819.35,conventional,2015
2015-10-18,1.26,55606.62,conventional,2015
2015-10-11,1.15,55707.98,conventional,2015
2015-10-04,1.23,49921.59,conventional,2015
2015-09-27,1.12,42643.02,conventional,2015
2015-09-20,1.24,49957.28,conventional,2015
2015-09-13,1.15,57625.6,conventional,2015
2015-09-06,1.3,58383.52,conventional,2015
2015-08-30,1.32,55562.09,conventional,2015
2015-08-23,1.11,56623.12,conventional,2015
2015-08-16,0.88,59345.94,conventional,2015
2015-08-09,1.15,60178.04,conventional,2015
2015-08-02,1.26,61459.44,conventional,2015
2015-07-26,1.06,58136.12,conventional,2015
2015-07-19,1.2,63651.68,conventional,2015
2015-07-12,1.13,56652.13,conventional,2015
2015-07-05,1.32,69956.37,conventional,2015
2015-06-28,1.17,69410.93,conventional,2015
2015-06-21,1.26,74925.07,conventional,2015
2015-06-14,1.28,73636.45,conventional,2015
2015-06-07,1.3,63211.07,conventional,2015
2015-05-31,1.16,61136.57,conventional,2015
2015-05-24,1.18,62241.03,conventional,2015
2015-05-17,1.32,52814.74,conventional,2015
2015-05-10,1.25,59623.07,conventional,2015
2015-05-03,1.09,47809.69,conventional,2015
2015-04-26,1.37,48896.86,conventional,2015
2015-04-19,1.34,45327.69,conventional,2015
2015-04-12,1.21,38323.44,conventional,2015
2015-04-05,1.36,46877.98,conventional,2015
2015-03-29,1.21,46842.81,conventional,2015
2015-03-22,1.34,47591.28,conventional,2015
2015-03-15,1.33,50344.06,conventional,2015
2015-03-08,1.36,41663.6,conventional,2015
2015-03-01,1.24,46026.18,conventional,2015
2015-02-22,1.32,43669.64,conventional,2015
2015-02-15,1.23,47524.63,conventional,2015
2015-02-08,1.09,41883.03,conventional,2015
2015-02-01,1.1,49768.12,conventional,2015
2015-01-25,1.17,46375.55,conventional,2015
2015-01-18,1.28,41018.95,conventional,2015
2015-01-11,1.29,44511.92,conventional,2015
2015-01-04,1.15,38412.1,conventional,2015
2015-12-27,1.36,17940.65,conventional,2015
2015-12-20,1.36,16474.25,conventional,2015
2015-12-13,1.32,16455.23,conventional,2015
2015-12-06,1.17,15306.35,conventional,2015
2015-11-29,1.41,13839.08,conventional,2015
2015-11-22,1.38,15904.98,conventional,2015
2015-11-15,1.21,16555.91,conventional,2015
2015-11-08,1.23,17112.74,conventional,2015
2015-11-01,1.16,17721.57,conventional,2015
2015-10-25,1.26,17568.9,conventional,2015
2015-10-18,1.26,19729.08,conventional,2015
2015-10-11,1.32,16399.22,conventional,2015
2015-10-04,1.34,17417.44,conventional,2015
2015-09-27,1.16,10110.05,conventional,2015
2015-09-20,1.44,8941.23,conventional,2015
2015-09-13,1.44,11436.14,conventional,2015
2015-09-06,1.36,10081.42,conventional,2015
2015-08-30,1.2,9064.05,conventional,2015
2015-08-23,1.44,11660.76,conventional,2015
2015-08-16,1.42,11261.32,conventional,2015
2015-08-09,1.35,10859.71,conventional,2015
2015-08-02,1.48,13396.2,conventional,2015
2015-07-26,1.23,17192.87,conventional,2015
2015-07-19,1.38,23356.77,conventional,2015
2015-07-12,1.25,28610.24,conventional,2015
2015-07-05,1.45,29063.43,conventional,2015
2015-06-28,1.39,29971.67,conventional,2015
2015-06-21,1.4,24061.39,conventional,2015
2015-06-14,1.35,34559.23,conventional,2015
2015-06-07,1.22,27287.24,conventional,2015
2015-05-31,1.36,29065.41,conventional,2015
2015-05-24,1.35,26415.68,conventional,2015
2015-05-17,1.44,26693.18,conventional,2015
2015-05-10,1.34,32893.46,conventional,2015
2015-05-03,1.4,25736.5,conventional,2015
2015-04-26,1.4,24599.38,conventional,2015
2015-04-19,1.4,27145.72,conventional,2015
2015-04-12,1.36,24170.77,conventional,2015
2015-04-05,1.38,24602.39,conventional,2015
2015-03-29,1.29,22497.9,conventional,2015
2015-03-22,1.33,24222.66,conventional,2015
2015-03-15,1.36,19042.97,conventional,2015
2015-03-08,1.28,21555.96,conventional,2015
2015-03-01,1.32,24330.97,conventional,2015
2015-02-22,1.33,20081.29,conventional,2015
2015-02-15,1.35,18240.96,conventional,2015
2015-02-08,1.25,24082.57,conventional,2015
2015-02-01,1.26,25844.56,conventional,2015
2015-01-25,1.37,21145.1,conventional,2015
2015-01-18,1.4,14818.36,conventional,2015
2015-01-11,1.45,19441.98,conventional,2015
2015-01-04,1.33,17715.21,conventional,2015
2015-12-27,0.97,94152.49,conventional,2015
2015-12-20,1.15,68729.4,conventional,2015
2015-12-13,0.96,82353.73,conventional,2015
2015-12-06,1.17,51757.17,conventional,2015
2015-11-29,0.96,75625.46,conventional,2015
2015-11-22,0.97,77721.92,conventional,2015
2015-11-15,1.22,65218.55,conventional,2015
2015-11-08,1.21,59451.29,conventional,2015
2015-11-01,0.97,90340.3,conventional,2015
2015-10-25,1.12,72991.62,conventional,2015
2015-10-18,1.11,90093.59,conventional,2015
2015-10-11,0.88,135834.99,conventional,2015
2015-10-04,0.89,137296.74,conventional,2015
2015-09-27,1.13,82385.73,conventional,2015
2015-09-20,0.88,141685.72,conventional,2015
2015-09-13,1.1,89640.66,conventional,2015
2015-09-06,0.91,136435.1,conventional,2015
2015-08-30,1.2,82699.9,conventional,2015
2015-08-23,1.17,82411.89,conventional,2015
2015-08-16,1.17,93499.85,conventional,2015
2015-08-09,0.97,111093.97,conventional,2015
2015-08-02,1.18,83660.42,conventional,2015
2015-07-26,1.16,83483.11,conventional,2015
2015-07-19,0.97,100746.86,conventional,2015
2015-07-12,1.17,84599.91,conventional,2015
2015-07-05,0.95,128487.92,conventional,2015
2015-06-28,1.11,112201.13,conventional,2015
2015-06-21,0.95,116949.97,conventional,2015
2015-06-14,1.17,100710.16,conventional,2015
2015-06-07,0.97,101726.86,conventional,2015
2015-05-31,1.22,73642.93,conventional,2015
2015-05-24,0.99,97550.29,conventional,2015
2015-05-17,1.18,74648.61,conventional,2015
2015-05-10,1.21,68870.84,conventional,2015
2015-05-03,0.97,118179.16,conventional,2015
2015-04-26,1.19,81181.77,conventional,2015
2015-04-19,1.16,78191.01,conventional,2015
2015-04-12,0.99,89504.08,conventional,2015
2015-04-05,1.09,85296.44,conventional,2015
2015-03-29,1.2,66588.03,conventional,2015
2015-03-22,0.97,96616.0,conventional,2015
2015-03-15,1.25,64026.86,conventional,2015
2015-03-08,1.22,73768.29,conventional,2015
2015-03-01,1.0,87472.18,conventional,2015
2015-02-22,1.12,78737.16,conventional,2015
2015-02-15,1.21,67663.34,conventional,2015
2015-02-08,1.19,59249.19,conventional,2015
2015-02-01,0.92,116945.11,conventional,2015
2015-01-25,1.21,68895.19,conventional,2015
2015-01-18,1.27,63066.57,conventional,2015
2015-01-11,1.24,56919.19,conventional,2015
2015-01-04,0.97,75991.75,conventional,2015
2015-12-27,0.95,6288852.44,conventional,2015
2015-12-20,0.98,5842743.55,conventional,2015
2015-12-13,0.93,6364279.64,conventional,2015
2015-12-06,0.89,6302262.96,conventional,2015
2015-11-29,0.99,4789009.0,conventional,2015
2015-11-22,0.96,5347835.89,conventional,2015
2015-11-15,0.92,6174345.95,conventional,2015
2015-11-08,0.97,5151513.67,conventional,2015
2015-11-01,0.97,5268565.42,conventional,2015
2015-10-25,1.04,4957516.02,conventional,2015
2015-10-18,0.99,4910238.66,conventional,2015
2015-10-11,1.0,5447001.44,conventional,2015
2015-10-04,1.02,4905188.79,conventional,2015
2015-09-27,1.03,4417407.34,conventional,2015
2015-09-20,1.02,5188361.31,conventional,2015
2015-09-13,1.03,5363750.56,conventional,2015
2015-09-06,1.02,5581833.37,conventional,2015
2015-08-30,1.07,5054348.25,conventional,2015
2015-08-23,1.08,4956010.38,conventional,2015
2015-08-16,1.05,5114911.87,conventional,2015
2015-08-09,1.05,5310327.3,conventional,2015
2015-08-02,1.09,5039517.25,conventional,2015
2015-07-26,1.07,5429599.36,conventional,2015
2015-07-19,1.07,5821532.98,conventional,2015
2015-07-12,1.07,5891860.33,conventional,2015
2015-07-05,1.04,6743614.96,conventional,2015
2015-06-28,1.06,6557305.21,conventional,2015
2015-06-21,1.02,6464119.81,conventional,2015
2015-06-14,0.98,6736304.04,conventional,2015
2015-06-07,1.0,6293216.9,conventional,2015
2015-05-31,1.03,5713003.39,conventional,2015
2015-05-24,1.04,5930474.24,conventional,2015
2015-05-17,1.06,5444853.81,conventional,2015
2015-05-10,1.02,5818347.73,conventional,2015
2015-05-03,0.96,5783173.92,conventional,2015
2015-04-26,1.07,5303307.24,conventional,2015
2015-04-19,1.03,5545446.91,conventional,2015
2015-04-12,1.02,5234560.94,conventional,2015
2015-04-05,1.06,5162693.36,conventional,2015
2015-03-29,1.04,5105697.16,conventional,2015
2015-03-22,1.01,5089974.15,conventional,2015
2015-03-15,1.04,4916591.2,conventional,2015
2015-03-08,1.02,5272966.75,conventional,2015
2015-03-01,0.97,4908090.63,conventional,2015
2015-02-22,1.02,5016746.91,conventional,2015
2015-02-15,1.03,4756762.52,conventional,2015
2015-02-08,0.95,4709852.62,conventional,2015
2015-02-01,0.89,5384427.62,conventional,2015
2015-01-25,1.04,4800192.94,conventional,2015
2015-01-18,1.03,4652069.81,conventional,2015
2015-01-11,1.01,4517384.18,conventional,2015
2015-01-04,0.95,4498940.02,conventional,2015
2015-12-27,0.83,1410681.68,conventional,2015
2015-12-20,0.88,1274757.19,conventional,2015
2015-12-13,0.85,1370013.83,conventional,2015
2015-12-06,0.75,1945832.15,conventional,2015
2015-11-29,0.99,936710.91,conventional,2015
2015-11-22,0.92,1226467.77,conventional,2015
2015-11-15,0.83,1792437.92,conventional,2015
2015-11-08,0.88,1114328.4,conventional,2015
2015-11-01,0.9,1139428.49,conventional,2015
2015-10-25,0.95,1246073.81,conventional,2015
2015-10-18,0.89,1119504.06,conventional,2015
2015-10-11,0.91,1354079.39,conventional,2015
2015-10-04,1.0,968402.49,conventional,2015
2015-09-27,0.97,975941.51,conventional,2015
2015-09-20,0.92,1093844.42,conventional,2015
2015-09-13,0.92,1162462.36,conventional,2015
2015-09-06,0.93,1006861.26,conventional,2015
2015-08-30,1.03,864029.01,conventional,2015
2015-08-23,1.04,874951.19,conventional,2015
2015-08-16,0.98,926273.57,conventional,2015
2015-08-09,1.01,958695.11,conventional,2015
2015-08-02,1.02,897635.9,conventional,2015
2015-07-26,1.07,911220.95,conventional,2015
2015-07-19,1.04,1008593.49,conventional,2015
2015-07-12,1.01,1019569.43,conventional,2015
2015-07-05,0.98,959673.43,conventional,2015
2015-06-28,1.03,900452.87,conventional,2015
2015-06-21,0.93,977615.26,conventional,2015
2015-06-14,0.92,991775.64,conventional,2015
2015-06-07,0.92,952727.66,conventional,2015
2015-05-31,0.93,815978.6,conventional,2015
2015-05-24,0.93,775856.93,conventional,2015
2015-05-17,0.98,789666.35,conventional,2015
2015-05-10,0.94,897528.34,conventional,2015
2015-05-03,0.89,799141.73,conventional,2015
2015-04-26,0.9,748954.66,conventional,2015
2015-04-19,0.88,849213.4,conventional,2015
2015-04-12,0.98,676640.15,conventional,2015
2015-04-05,0.95,682107.98,conventional,2015
2015-03-29,0.93,639277.96,conventional,2015
2015-03-22,0.99,591547.44,conventional,2015
2015-03-15,0.94,622778.46,conventional,2015
2015-03-08,0.99,623079.09,conventional,2015
2015-03-01,0.95,686342.51,conventional,2015
2015-02-22,0.95,764383.7,conventional,2015
2015-02-15,0.98,611581.91,conventional,2015
2015-02-08,0.89,705601.43,conventional,2015
2015-02-01,0.84,877588.11,conventional,2015
2015-01-25,0.94,662667.8,conventional,2015
2015-01-18,0.96,709208.62,conventional,2015
2015-01-11,0.95,709812.44,conventional,2015
2015-01-04,0.89,839638.97,conventional,2015
2015-12-27,0.71,167413.55,conventional,2015
2015-12-20,0.83,139645.33,conventional,2015
2015-12-13,0.78,94574.27,conventional,2015
2015-12-06,0.74,69838.35,conventional,2015
2015-11-29,0.81,68482.62,conventional,2015
2015-11-22,0.78,77857.2,conventional,2015
2015-11-15,0.71,80955.45,conventional,2015
2015-11-08,0.76,80411.19,conventional,2015
2015-11-01,0.8,76854.64,conventional,2015
2015-10-25,0.82,73818.63,conventional,2015
2015-10-18,0.81,78482.62,conventional,2015
2015-10-11,0.89,80879.33,conventional,2015
2015-10-04,0.85,74503.56,conventional,2015
2015-09-27,0.79,69858.04,conventional,2015
2015-09-20,0.78,89868.54,conventional,2015
2015-09-13,0.75,131258.59,conventional,2015
2015-09-06,0.8,103086.27,conventional,2015
2015-08-30,0.82,79792.92,conventional,2015
2015-08-23,0.8,91202.45,conventional,2015
2015-08-16,0.77,150889.58,conventional,2015
2015-08-09,0.74,134020.11,conventional,2015
2015-08-02,0.79,113968.37,conventional,2015
2015-07-26,0.81,114020.65,conventional,2015
2015-07-19,0.76,133190.0,conventional,2015
2015-07-12,0.77,123187.71,conventional,2015
2015-07-05,0.78,165010.47,conventional,2015
2015-06-28,0.71,149612.51,conventional,2015
2015-06-21,0.74,175171.59,conventional,2015
2015-06-14,0.7,168707.25,conventional,2015
2015-06-07,0.68,138123.55,conventional,2015
2015-05-31,0.74,110954.6,conventional,2015
2015-05-24,0.75,99447.77,conventional,2015
2015-05-17,0.7,96981.12,conventional,2015
2015-05-10,0.71,102869.65,conventional,2015
2015-05-03,0.74,108047.17,conventional,2015
2015-04-26,0.74,114260.63,conventional,2015
2015-04-19,0.7,101991.43,conventional,2015
2015-04-12,0.76,97223.47,conventional,2015
2015-04-05,0.76,98907.28,conventional,2015
2015-03-29,0.74,94573.49,conventional,2015
2015-03-22,0.85,91133.66,conventional,2015
2015-03-15,0.75,89094.4,conventional,2015
2015-03-08,0.73,88192.02,conventional,2015
2015-03-01,0.84,88901.67,conventional,2015
2015-02-22,0.85,88582.08,conventional,2015
2015-02-15,0.78,76806.54,conventional,2015
2015-02-08,0.72,83459.07,conventional,2015
2015-02-01,0.71,85808.44,conventional,2015
2015-01-25,0.8,66835.64,conventional,2015
2015-01-18,0.8,72437.3,conventional,2015
2015-01-11,0.92,80109.87,conventional,2015
2015-01-04,0.75,168013.76,conventional,2015
2016-12-25,1.52,11432.09,conventional,2016
2016-12-18,1.53,9504.66,conventional,2016
2016-12-11,1.49,12822.02,conventional,2016
2016-12-04,1.48,6704.29,conventional,2016
2016-11-27,1.52,8253.58,conventional,2016
2016-11-20,1.56,9504.34,conventional,2016
2016-11-13,1.62,10212.7,conventional,2016
2016-11-06,1.63,10905.44,conventional,2016
2016-10-30,1.46,9235.13,conventional,2016
2016-10-23,1.19,10274.06,conventional,2016
2016-10-16,1.4,10793.16,conventional,2016
2016-10-09,1.13,10169.82,conventional,2016
2016-10-02,1.51,13771.2,conventional,2016
2016-09-25,1.62,9725.54,conventional,2016
2016-09-18,1.39,9467.22,conventional,2016
2016-09-11,1.37,11660.16,conventional,2016
2016-09-04,1.44,15660.27,conventional,2016
2016-08-28,1.18,15427.61,conventional,2016
2016-08-21,1.43,16917.52,conventional,2016
2016-08-14,1.2,13530.48,conventional,2016
2016-08-07,1.48,15947.06,conventional,2016
2016-07-31,1.61,19352.05,conventional,2016
2016-07-24,1.46,21531.14,conventional,2016
2016-07-17,1.31,15613.57,conventional,2016
2016-07-10,1.11,14031.58,conventional,2016
2016-07-03,1.42,25264.97,conventional,2016
2016-06-26,1.5,18469.39,conventional,2016
2016-06-19,1.42,20646.54,conventional,2016
2016-06-12,1.38,20010.67,conventional,2016
2016-06-05,1.47,19458.93,conventional,2016
2016-05-29,1.49,20250.9,conventional,2016
2016-05-22,1.34,23197.14,conventional,2016
2016-05-15,1.36,20091.66,conventional,2016
2016-05-08,1.27,22929.96,conventional,2016
2016-05-01,1.03,9289.46,conventional,2016
2016-04-24,1.18,13921.22,conventional,2016
2016-04-17,1.22,15467.4,conventional,2016
2016-04-10,1.46,13114.17,conventional,2016
2016-04-03,0.85,10527.1,conventional,2016
2016-03-27,1.49,13537.86,conventional,2016
2016-03-20,1.32,12484.36,conventional,2016
2016-03-13,1.18,11239.14,conventional,2016
2016-03-06,1.27,14911.75,conventional,2016
2016-02-28,1.26,14793.94,conventional,2016
2016-02-21,1.28,14438.34,conventional,2016
2016-02-14,1.13,19222.29,conventional,2016
2016-02-07,1.07,10200.59,conventional,2016
2016-01-31,1.16,20700.95,conventional,2016
2016-01-24,1.22,24672.79,conventional,2016
2016-01-17,1.26,18105.21,conventional,2016
2016-01-10,1.28,11467.53,conventional,2016
2016-01-03,1.03,8230.19,conventional,2016
2016-12-25,0.91,210731.46,conventional,2016
2016-12-18,0.94,190881.84,conventional,2016
2016-12-11,1.06,179311.31,conventional,2016
2016-12-04,1.03,171591.0,conventional,2016
2016-11-27,1.22,154749.96,conventional,2016
2016-11-20,1.14,201556.25,conventional,2016
2016-11-13,1.25,158765.38,conventional,2016
2016-11-06,1.29,161367.01,conventional,2016
2016-10-30,1.26,176420.62,conventional,2016
2016-10-23,1.23,183075.44,conventional,2016
2016-10-16,1.16,188578.32,conventional,2016
2016-10-09,1.23,195266.82,conventional,2016
2016-10-02,1.26,188073.95,conventional,2016
2016-09-25,1.26,183993.86,conventional,2016
2016-09-18,1.01,222836.65,conventional,2016
2016-09-11,0.9,256799.35,conventional,2016
2016-09-04,0.89,202457.49,conventional,2016
2016-08-28,0.95,203168.77,conventional,2016
2016-08-21,0.94,207465.83,conventional,2016
2016-08-14,0.87,242570.06,conventional,2016
2016-08-07,1.04,192926.85,conventional,2016
2016-07-31,0.98,228626.2,conventional,2016
2016-07-24,1.0,187326.62,conventional,2016
2016-07-17,1.01,188318.72,conventional,2016
2016-07-10,0.92,225042.62,conventional,2016
2016-07-03,0.77,328341.88,conventional,2016
2016-06-26,0.85,251715.31,conventional,2016
2016-06-19,0.78,234417.14,conventional,2016
2016-06-12,0.78,232431.49,conventional,2016
2016-06-05,0.75,226206.09,conventional,2016
2016-05-29,0.78,269397.39,conventional,2016
2016-05-22,0.79,267531.4,conventional,2016
2016-05-15,0.68,296862.48,conventional,2016
2016-05-08,0.81,284413.81,conventional,2016
2016-05-01,0.77,282138.92,conventional,2016
2016-04-24,0.79,231029.85,conventional,2016
2016-04-17,0.89,197262.72,conventional,2016
2016-04-10,0.83,189301.37,conventional,2016
2016-04-03,1.03,99268.5,conventional,2016
2016-03-27,0.98,111106.99,conventional,2016
2016-03-20,0.98,110119.55,conventional,2016
2016-03-13,0.9,140293.7,conventional,2016
2016-03-06,1.03,95584.31,conventional,2016
2016-02-28,0.9,122138.09,conventional,2016
2016-02-21,1.04,83444.96,conventional,2016
2016-02-14,0.97,109208.77,conventional,2016
2016-02-07,0.76,171633.14,conventional,2016
2016-01-31,1.04,87653.0,conventional,2016
2016-01-24,0.92,123185.27,conventional,2016
2016-01-17,1.04,89797.05,conventional,2016
2016-01-10,0.93,113323.49,conventional,2016
2016-01-03,1.05,65592.57,conventional,2016
2016-12-25,1.47,146899.29,conventional,2016
2016-12-18,1.21,137281.09,conventional,2016
2016-12-11,1.35,164505.82,conventional,2016
2016-12-04,1.41,159678.2,conventional,2016
2016-11-27,1.49,148712.67,conventional,2016
2016-11-20,1.6,192456.98,conventional,2016
2016-11-13,1.73,155102.07,conventional,2016
2016-11-06,1.8,150652.7,conventional,2016
2016-10-30,1.86,131613.96,conventional,2016
2016-10-23,1.85,163941.32,conventional,2016
2016-10-16,1.69,191620.34,conventional,2016
2016-10-09,1.59,187292.27,conventional,2016
2016-10-02,1.66,192925.75,conventional,2016
2016-09-25,1.58,181742.49,conventional,2016
